POLineID,PONumber,OrderDate,SupplierID,ProductID,WarehouseID,QtyOrdered,UnitCostNGN,LineValueNGN,PromisedDate,ReceivedDate
POL-03659,PO-2026-03659,2026-02-23,SUP-21,PRD-0088,WH-PHC,56,12400,694400,2026-03-09,2026-03-23
POL-03660,PO-2026-03660,2026-02-23,SUP-22,PRD-0098,WH-IBD,169,13400,2264600,2026-03-09,2026-03-07
POL-03661,PO-2026-03661,2026-02-23,SUP-06,PRD-0110,WH-LAG1,44,24800,1091200,2026-03-05,2026-03-06
POL-03662,PO-2026-03662,2026-02-23,SUP-18,PRD-0116,WH-PHC,52,13800,717600,2026-03-05,2026-03-04
POL-03663,PO-2026-03663,2026-02-23,SUP-23,PRD-0132,WH-LAG1,79,31400,2480600,2026-03-09,2026-03-07
POL-03664,PO-2026-03664,2026-02-23,SUP-23,PRD-0135,WH-PHC,126,26400,3326400,2026-03-09,2026-03-06
POL-03665,PO-2026-03665,2026-02-23,SUP-19,PRD-0141,WH-IBD,63,30800,1940400,2026-03-05,2026-03-04
POL-03666,PO-2026-03666,2026-02-23,SUP-23,PRD-0150,WH-LAG1,123,38400,4723200,2026-03-09,2026-03-04
POL-03667,PO-2026-03667,2026-02-23,SUP-23,PRD-0150,WH-IBD,53,38400,2035200,2026-03-09,2026-03-07
POL-03668,PO-2026-03668,2026-02-23,SUP-03,PRD-0151,WH-LAG2,686,34600,23735600,2026-03-02,2026-03-02
POL-03669,PO-2026-03669,2026-02-23,SUP-15,PRD-0154,WH-PHC,62,33600,2083200,2026-03-09,2026-03-07
POL-03670,PO-2026-03670,2026-02-23,SUP-03,PRD-0155,WH-LAG1,78,52800,4118400,2026-03-02,2026-02-28
POL-03671,PO-2026-03671,2026-02-23,SUP-15,PRD-0163,WH-IBD,70,21600,1512000,2026-03-09,2026-03-08
POL-03672,PO-2026-03672,2026-02-23,SUP-11,PRD-0164,WH-ABJ,59,16800,991200,2026-03-05,2026-03-05
POL-03673,PO-2026-03673,2026-03-02,SUP-04,PRD-0009,WH-LAG2,30,14200,426000,2026-03-16,2026-03-15
POL-03674,PO-2026-03674,2026-03-02,SUP-16,PRD-0011,WH-LAG1,127,13900,1765300,2026-03-09,2026-03-05
POL-03675,PO-2026-03675,2026-03-02,SUP-16,PRD-0011,WH-ABJ,132,13900,1834800,2026-03-09,2026-03-08
POL-03676,PO-2026-03676,2026-03-02,SUP-08,PRD-0034,WH-LAG2,23,12900,296700,2026-03-16,2026-03-13
POL-03677,PO-2026-03677,2026-03-02,SUP-04,PRD-0036,WH-LAG1,67,15600,1045200,2026-03-16,2026-03-16
POL-03678,PO-2026-03678,2026-03-02,SUP-20,PRD-0040,WH-IBD,57,11200,638400,2026-03-12,2026-03-15
POL-03679,PO-2026-03679,2026-03-02,SUP-08,PRD-0041,WH-IBD,58,5200,301600,2026-03-16,2026-03-13
POL-03680,PO-2026-03680,2026-03-02,SUP-24,PRD-0042,WH-IBD,19,21900,416100,2026-03-16,2026-03-25
POL-03681,PO-2026-03681,2026-03-02,SUP-05,PRD-0053,WH-PHC,19,32800,623200,2026-03-09,2026-03-05
POL-03682,PO-2026-03682,2026-03-02,SUP-25,PRD-0058,WH-LAG1,110,14900,1639000,2026-03-09,2026-03-05
POL-03683,PO-2026-03683,2026-03-02,SUP-01,PRD-0060,WH-LAG1,168,47800,8030400,2026-03-09,2026-03-09
POL-03684,PO-2026-03684,2026-03-02,SUP-13,PRD-0064,WH-LAG2,100,30800,3080000,2026-03-16,2026-03-24
POL-03685,PO-2026-03685,2026-03-02,SUP-17,PRD-0072,WH-ABJ,59,32600,1923400,2026-03-16,2026-03-20
POL-03686,PO-2026-03686,2026-03-02,SUP-21,PRD-0085,WH-LAG2,75,26200,1965000,2026-03-16,2026-03-22
POL-03687,PO-2026-03687,2026-03-02,SUP-13,PRD-0086,WH-LAG1,596,23800,14184800,2026-03-16,2026-03-25
POL-03688,PO-2026-03688,2026-03-02,SUP-14,PRD-0102,WH-LAG1,129,14200,1831800,2026-03-23,2026-03-22
POL-03689,PO-2026-03689,2026-03-02,SUP-10,PRD-0106,WH-ABJ,35,32800,1148000,2026-03-16,2026-03-14
POL-03690,PO-2026-03690,2026-03-02,SUP-22,PRD-0108,WH-LAG1,427,26800,11443600,2026-03-16,2026-03-16
POL-03691,PO-2026-03691,2026-03-02,SUP-03,PRD-0140,WH-LAG2,54,23400,1263600,2026-03-09,2026-03-05
POL-03692,PO-2026-03692,2026-03-02,SUP-19,PRD-0141,WH-LAG1,86,30800,2648800,2026-03-12,2026-03-08
POL-03693,PO-2026-03693,2026-03-02,SUP-07,PRD-0142,WH-IBD,86,44800,3852800,2026-03-12,2026-03-11
POL-03694,PO-2026-03694,2026-03-02,SUP-19,PRD-0143,WH-ABJ,64,41200,2636800,2026-03-12,2026-03-07
POL-03695,PO-2026-03695,2026-03-02,SUP-07,PRD-0147,WH-LAG1,65,27600,1794000,2026-03-12,2026-03-09
POL-03696,PO-2026-03696,2026-03-02,SUP-11,PRD-0148,WH-LAG1,79,23800,1880200,2026-03-12,2026-03-10
POL-03697,PO-2026-03697,2026-03-02,SUP-07,PRD-0156,WH-PHC,177,44600,7894200,2026-03-12,2026-03-12
POL-03698,PO-2026-03698,2026-03-02,SUP-03,PRD-0157,WH-LAG1,147,18800,2763600,2026-03-09,2026-03-05
POL-03699,PO-2026-03699,2026-03-02,SUP-15,PRD-0163,WH-PHC,57,21600,1231200,2026-03-16,2026-03-11
POL-03700,PO-2026-03700,2026-03-02,SUP-19,PRD-0165,WH-IBD,146,19400,2832400,2026-03-12,2026-03-13
POL-03701,PO-2026-03701,2026-03-02,SUP-19,PRD-0165,WH-ABJ,197,19400,3821800,2026-03-12,2026-03-09
POL-03702,PO-2026-03702,2026-03-02,SUP-15,PRD-0167,WH-PHC,69,10800,745200,2026-03-16,2026-03-16
POL-03703,PO-2026-03703,2026-03-02,SUP-23,PRD-0168,WH-IBD,29,15600,452400,2026-03-16,2026-03-13
POL-03704,PO-2026-03704,2026-03-09,SUP-24,PRD-0002,WH-IBD,22,4100,90200,2026-03-23,2026-03-20
POL-03705,PO-2026-03705,2026-03-09,SUP-20,PRD-0008,WH-PHC,43,13500,580500,2026-03-19,2026-03-19
POL-03706,PO-2026-03706,2026-03-09,SUP-12,PRD-0012,WH-IBD,47,14400,676800,2026-03-16,2026-03-15
POL-03707,PO-2026-03707,2026-03-09,SUP-24,PRD-0015,WH-LAG1,88,6900,607200,2026-03-23,2026-03-22
POL-03708,PO-2026-03708,2026-03-09,SUP-08,PRD-0016,WH-IBD,115,34500,3967500,2026-03-23,2026-03-23
POL-03709,PO-2026-03709,2026-03-09,SUP-24,PRD-0024,WH-ABJ,41,7800,319800,2026-03-23,2026-03-23
POL-03710,PO-2026-03710,2026-03-09,SUP-16,PRD-0031,WH-LAG2,81,30200,2446200,2026-03-16,2026-03-14
POL-03711,PO-2026-03711,2026-03-09,SUP-16,PRD-0039,WH-IBD,155,12400,1922000,2026-03-16,2026-03-15
POL-03712,PO-2026-03712,2026-03-09,SUP-21,PRD-0052,WH-LAG1,27,33900,915300,2026-03-23,2026-03-29
POL-03713,PO-2026-03713,2026-03-09,SUP-05,PRD-0053,WH-LAG1,42,32800,1377600,2026-03-16,2026-03-12
POL-03714,PO-2026-03714,2026-03-09,SUP-09,PRD-0056,WH-LAG1,77,21400,1647800,2026-03-23,2026-03-26
POL-03715,PO-2026-03715,2026-03-09,SUP-17,PRD-0057,WH-LAG2,119,15800,1880200,2026-03-23,2026-04-02
POL-03716,PO-2026-03716,2026-03-09,SUP-17,PRD-0057,WH-ABJ,248,15800,3918400,2026-03-23,2026-03-25
POL-03717,PO-2026-03717,2026-03-09,SUP-05,PRD-0062,WH-LAG2,130,13600,1768000,2026-03-16,2026-03-15
POL-03718,PO-2026-03718,2026-03-09,SUP-05,PRD-0062,WH-ABJ,146,13600,1985600,2026-03-16,2026-03-16
POL-03719,PO-2026-03719,2026-03-09,SUP-09,PRD-0065,WH-LAG1,159,26400,4197600,2026-03-23,2026-03-21
POL-03720,PO-2026-03720,2026-03-09,SUP-13,PRD-0070,WH-LAG2,34,15400,523600,2026-03-23,2026-03-30
POL-03721,PO-2026-03721,2026-03-09,SUP-01,PRD-0082,WH-LAG1,197,25800,5082600,2026-03-16,2026-03-13
POL-03722,PO-2026-03722,2026-03-09,SUP-01,PRD-0083,WH-PHC,153,18400,2815200,2026-03-16,2026-03-19
POL-03723,PO-2026-03723,2026-03-09,SUP-06,PRD-0094,WH-IBD,26,18800,488800,2026-03-19,2026-03-18
POL-03724,PO-2026-03724,2026-03-09,SUP-06,PRD-0103,WH-PHC,78,29800,2324400,2026-03-19,2026-03-18
POL-03725,PO-2026-03725,2026-03-09,SUP-06,PRD-0110,WH-ABJ,35,24800,868000,2026-03-19,2026-03-16
POL-03726,PO-2026-03726,2026-03-09,SUP-18,PRD-0111,WH-IBD,89,9800,872200,2026-03-19,2026-03-19
POL-03727,PO-2026-03727,2026-03-09,SUP-18,PRD-0111,WH-ABJ,115,9800,1127000,2026-03-19,2026-03-17
POL-03728,PO-2026-03728,2026-03-09,SUP-14,PRD-0113,WH-ABJ,142,8600,1221200,2026-03-30,2026-03-27
POL-03729,PO-2026-03729,2026-03-09,SUP-10,PRD-0125,WH-ABJ,355,12800,4544000,2026-03-23,2026-03-21
POL-03730,PO-2026-03730,2026-03-09,SUP-06,PRD-0127,WH-PHC,45,13200,594000,2026-03-19,2026-03-16
POL-03731,PO-2026-03731,2026-03-09,SUP-23,PRD-0134,WH-LAG2,53,29800,1579400,2026-03-23,2026-03-19
POL-03732,PO-2026-03732,2026-03-09,SUP-03,PRD-0140,WH-ABJ,59,23400,1380600,2026-03-16,2026-03-15
POL-03733,PO-2026-03733,2026-03-09,SUP-19,PRD-0141,WH-ABJ,61,30800,1878800,2026-03-19,2026-03-17
POL-03734,PO-2026-03734,2026-03-09,SUP-07,PRD-0142,WH-ABJ,186,44800,8332800,2026-03-19,2026-03-21
POL-03735,PO-2026-03735,2026-03-09,SUP-03,PRD-0151,WH-PHC,555,34600,19203000,2026-03-16,2026-03-16
POL-03736,PO-2026-03736,2026-03-09,SUP-15,PRD-0161,WH-ABJ,310,27200,8432000,2026-03-23,2026-03-22
POL-03737,PO-2026-03737,2026-03-09,SUP-11,PRD-0164,WH-LAG1,90,16800,1512000,2026-03-19,2026-03-17
POL-03738,PO-2026-03738,2026-03-09,SUP-03,PRD-0170,WH-LAG1,126,14200,1789200,2026-03-16,2026-03-14
POL-03739,PO-2026-03739,2026-03-16,SUP-20,PRD-0007,WH-LAG1,186,13800,2566800,2026-03-26,2026-03-25
POL-03740,PO-2026-03740,2026-03-16,SUP-20,PRD-0008,WH-LAG1,97,13500,1309500,2026-03-26,2026-03-30
POL-03741,PO-2026-03741,2026-03-16,SUP-08,PRD-0014,WH-ABJ,18,11200,201600,2026-03-30,2026-03-25
POL-03742,PO-2026-03742,2026-03-16,SUP-24,PRD-0024,WH-LAG1,44,7800,343200,2026-03-30,2026-04-09
POL-03743,PO-2026-03743,2026-03-16,SUP-24,PRD-0028,WH-PHC,57,4000,228000,2026-03-30,2026-04-08
POL-03744,PO-2026-03744,2026-03-16,SUP-16,PRD-0031,WH-PHC,77,30200,2325400,2026-03-23,2026-03-22
POL-03745,PO-2026-03745,2026-03-16,SUP-16,PRD-0039,WH-LAG2,132,12400,1636800,2026-03-23,2026-03-23
POL-03746,PO-2026-03746,2026-03-16,SUP-08,PRD-0041,WH-LAG1,113,5200,587600,2026-03-30,2026-03-28
POL-03747,PO-2026-03747,2026-03-16,SUP-25,PRD-0051,WH-LAG1,258,34800,8978400,2026-03-23,2026-03-22
POL-03748,PO-2026-03748,2026-03-16,SUP-09,PRD-0056,WH-PHC,52,21400,1112800,2026-03-30,2026-04-01
POL-03749,PO-2026-03749,2026-03-16,SUP-01,PRD-0060,WH-ABJ,116,47800,5544800,2026-03-23,2026-03-19
POL-03750,PO-2026-03750,2026-03-16,SUP-25,PRD-0067,WH-LAG1,158,10400,1643200,2026-03-23,2026-03-19
POL-03751,PO-2026-03751,2026-03-16,SUP-25,PRD-0068,WH-LAG1,276,13200,3643200,2026-03-23,2026-03-24
POL-03752,PO-2026-03752,2026-03-16,SUP-01,PRD-0069,WH-ABJ,20,13800,276000,2026-03-23,2026-03-19
POL-03753,PO-2026-03753,2026-03-16,SUP-21,PRD-0074,WH-IBD,78,29400,2293200,2026-03-30,2026-04-06
POL-03754,PO-2026-03754,2026-03-16,SUP-21,PRD-0085,WH-ABJ,87,26200,2279400,2026-03-30,2026-04-02
POL-03755,PO-2026-03755,2026-03-16,SUP-25,PRD-0089,WH-LAG1,66,11200,739200,2026-03-23,2026-03-21
POL-03756,PO-2026-03756,2026-03-16,SUP-14,PRD-0091,WH-IBD,95,21600,2052000,2026-04-06,2026-04-03
POL-03757,PO-2026-03757,2026-03-16,SUP-22,PRD-0108,WH-PHC,200,26800,5360000,2026-03-30,2026-03-27
POL-03758,PO-2026-03758,2026-03-16,SUP-06,PRD-0109,WH-LAG1,190,26400,5016000,2026-03-26,2026-03-25
POL-03759,PO-2026-03759,2026-03-16,SUP-14,PRD-0113,WH-LAG1,195,8600,1677000,2026-04-06,2026-04-03
POL-03760,PO-2026-03760,2026-03-16,SUP-10,PRD-0115,WH-ABJ,87,16400,1426800,2026-03-30,2026-03-26
POL-03761,PO-2026-03761,2026-03-16,SUP-14,PRD-0118,WH-ABJ,123,17600,2164800,2026-04-06,2026-04-01
POL-03762,PO-2026-03762,2026-03-16,SUP-22,PRD-0120,WH-PHC,110,12400,1364000,2026-03-30,2026-03-26
POL-03763,PO-2026-03763,2026-03-16,SUP-14,PRD-0121,WH-LAG2,113,21600,2440800,2026-04-06,2026-04-03
POL-03764,PO-2026-03764,2026-03-16,SUP-14,PRD-0121,WH-PHC,119,21600,2570400,2026-04-06,2026-04-08
POL-03765,PO-2026-03765,2026-03-16,SUP-10,PRD-0122,WH-LAG2,123,14800,1820400,2026-03-30,2026-03-25
POL-03766,PO-2026-03766,2026-03-16,SUP-03,PRD-0136,WH-IBD,63,42600,2683800,2026-03-23,2026-03-23
POL-03767,PO-2026-03767,2026-03-16,SUP-11,PRD-0137,WH-ABJ,92,24200,2226400,2026-03-26,2026-03-26
POL-03768,PO-2026-03768,2026-03-16,SUP-19,PRD-0143,WH-IBD,51,41200,2101200,2026-03-26,2026-03-26
POL-03769,PO-2026-03769,2026-03-16,SUP-23,PRD-0160,WH-IBD,217,25600,5555200,2026-03-30,2026-03-28
POL-03770,PO-2026-03770,2026-03-16,SUP-15,PRD-0163,WH-LAG2,76,21600,1641600,2026-03-30,2026-03-30
POL-03771,PO-2026-03771,2026-03-16,SUP-19,PRD-0169,WH-LAG1,111,13400,1487400,2026-03-26,2026-03-29
POL-03772,PO-2026-03772,2026-03-23,SUP-24,PRD-0005,WH-LAG1,102,2600,265200,2026-04-06,2026-04-18
POL-03773,PO-2026-03773,2026-03-23,SUP-24,PRD-0006,WH-ABJ,30,2500,75000,2026-04-06,2026-04-05
POL-03774,PO-2026-03774,2026-03-23,SUP-20,PRD-0008,WH-LAG2,39,13500,526500,2026-04-02,2026-03-31
POL-03775,PO-2026-03775,2026-03-23,SUP-24,PRD-0010,WH-PHC,21,13200,277200,2026-04-06,2026-04-06
POL-03776,PO-2026-03776,2026-03-23,SUP-08,PRD-0013,WH-PHC,22,9800,215600,2026-04-06,2026-04-06
POL-03777,PO-2026-03777,2026-03-23,SUP-08,PRD-0016,WH-LAG1,263,34500,9073500,2026-04-06,2026-04-06
POL-03778,PO-2026-03778,2026-03-23,SUP-25,PRD-0051,WH-PHC,83,34800,2888400,2026-03-30,2026-03-29
POL-03779,PO-2026-03779,2026-03-23,SUP-09,PRD-0056,WH-LAG2,50,21400,1070000,2026-04-06,2026-04-19
POL-03780,PO-2026-03780,2026-03-23,SUP-09,PRD-0065,WH-LAG2,76,26400,2006400,2026-04-06,2026-04-02
POL-03781,PO-2026-03781,2026-03-23,SUP-21,PRD-0073,WH-LAG2,19,29800,566200,2026-04-06,2026-04-13
POL-03782,PO-2026-03782,2026-03-23,SUP-01,PRD-0082,WH-ABJ,90,25800,2322000,2026-03-30,2026-03-27
POL-03783,PO-2026-03783,2026-03-23,SUP-13,PRD-0086,WH-IBD,264,23800,6283200,2026-04-06,2026-04-04
POL-03784,PO-2026-03784,2026-03-23,SUP-17,PRD-0090,WH-ABJ,1417,28600,40526200,2026-04-06,2026-04-15
POL-03785,PO-2026-03785,2026-03-23,SUP-14,PRD-0121,WH-LAG1,217,21600,4687200,2026-04-13,2026-04-11
POL-03786,PO-2026-03786,2026-03-23,SUP-14,PRD-0123,WH-LAG1,105,11600,1218000,2026-04-13,2026-04-11
POL-03787,PO-2026-03787,2026-03-23,SUP-23,PRD-0132,WH-PHC,54,31400,1695600,2026-04-06,2026-04-04
POL-03788,PO-2026-03788,2026-03-23,SUP-15,PRD-0139,WH-ABJ,95,28800,2736000,2026-04-06,2026-04-03
POL-03789,PO-2026-03789,2026-03-23,SUP-07,PRD-0142,WH-LAG1,262,44800,11737600,2026-04-02,2026-04-02
POL-03790,PO-2026-03790,2026-03-23,SUP-03,PRD-0151,WH-ABJ,841,34600,29098600,2026-03-30,2026-04-02
POL-03791,PO-2026-03791,2026-03-23,SUP-23,PRD-0160,WH-PHC,209,25600,5350400,2026-04-06,2026-04-04
POL-03792,PO-2026-03792,2026-03-23,SUP-15,PRD-0161,WH-LAG2,375,27200,10200000,2026-04-06,2026-04-08
POL-03793,PO-2026-03793,2026-03-23,SUP-03,PRD-0166,WH-IBD,155,21800,3379000,2026-03-30,2026-03-31
POL-03794,PO-2026-03794,2026-03-30,SUP-20,PRD-0008,WH-ABJ,52,13500,702000,2026-04-09,2026-04-06
POL-03795,PO-2026-03795,2026-03-30,SUP-04,PRD-0009,WH-PHC,23,14200,326600,2026-04-13,2026-04-20
POL-03796,PO-2026-03796,2026-03-30,SUP-24,PRD-0010,WH-LAG1,39,13200,514800,2026-04-13,2026-04-09
POL-03797,PO-2026-03797,2026-03-30,SUP-08,PRD-0016,WH-ABJ,98,34500,3381000,2026-04-13,2026-04-10
POL-03798,PO-2026-03798,2026-03-30,SUP-24,PRD-0024,WH-LAG2,28,7800,218400,2026-04-13,2026-04-23
POL-03799,PO-2026-03799,2026-03-30,SUP-20,PRD-0035,WH-ABJ,84,11800,991200,2026-04-09,2026-04-09
POL-03800,PO-2026-03800,2026-03-30,SUP-20,PRD-0035,WH-PHC,60,11800,708000,2026-04-09,2026-04-07
POL-03801,PO-2026-03801,2026-03-30,SUP-08,PRD-0037,WH-IBD,79,19800,1564200,2026-04-13,2026-04-14
POL-03802,PO-2026-03802,2026-03-30,SUP-08,PRD-0041,WH-LAG2,43,5200,223600,2026-04-13,2026-04-11
POL-03803,PO-2026-03803,2026-03-30,SUP-20,PRD-0045,WH-LAG1,157,6200,973400,2026-04-09,2026-04-07
POL-03804,PO-2026-03804,2026-03-30,SUP-09,PRD-0047,WH-LAG2,58,16200,939600,2026-04-13,2026-04-22
POL-03805,PO-2026-03805,2026-03-30,SUP-25,PRD-0068,WH-LAG2,128,13200,1689600,2026-04-06,2026-04-09
POL-03806,PO-2026-03806,2026-03-30,SUP-17,PRD-0072,WH-LAG1,90,32600,2934000,2026-04-13,2026-04-09
POL-03807,PO-2026-03807,2026-03-30,SUP-21,PRD-0074,WH-PHC,88,29400,2587200,2026-04-13,2026-04-13
POL-03808,PO-2026-03808,2026-03-30,SUP-01,PRD-0083,WH-LAG2,123,18400,2263200,2026-04-06,2026-04-06
POL-03809,PO-2026-03809,2026-03-30,SUP-17,PRD-0090,WH-LAG2,962,28600,27513200,2026-04-13,2026-04-23
POL-03810,PO-2026-03810,2026-03-30,SUP-10,PRD-0095,WH-PHC,23,16900,388700,2026-04-13,2026-04-16
POL-03811,PO-2026-03811,2026-03-30,SUP-06,PRD-0096,WH-LAG1,28,18200,509600,2026-04-09,2026-04-09
POL-03812,PO-2026-03812,2026-03-30,SUP-14,PRD-0100,WH-IBD,299,16800,5023200,2026-04-20,2026-04-16
POL-03813,PO-2026-03813,2026-03-30,SUP-14,PRD-0100,WH-PHC,319,16800,5359200,2026-04-20,2026-04-21
POL-03814,PO-2026-03814,2026-03-30,SUP-10,PRD-0117,WH-LAG2,78,15200,1185600,2026-04-13,2026-04-09
POL-03815,PO-2026-03815,2026-03-30,SUP-22,PRD-0120,WH-LAG2,113,12400,1401200,2026-04-13,2026-04-11
POL-03816,PO-2026-03816,2026-03-30,SUP-10,PRD-0125,WH-LAG1,620,12800,7936000,2026-04-13,2026-04-13
POL-03817,PO-2026-03817,2026-03-30,SUP-10,PRD-0126,WH-LAG2,45,23600,1062000,2026-04-13,2026-04-09
POL-03818,PO-2026-03818,2026-03-30,SUP-22,PRD-0128,WH-PHC,63,16800,1058400,2026-04-13,2026-04-11
POL-03819,PO-2026-03819,2026-03-30,SUP-23,PRD-0135,WH-LAG1,216,26400,5702400,2026-04-13,2026-04-16
POL-03820,PO-2026-03820,2026-03-30,SUP-19,PRD-0145,WH-LAG2,89,25400,2260600,2026-04-09,2026-04-06
POL-03821,PO-2026-03821,2026-03-30,SUP-07,PRD-0147,WH-IBD,42,27600,1159200,2026-04-09,2026-04-03
POL-03822,PO-2026-03822,2026-03-30,SUP-15,PRD-0149,WH-LAG1,38,39800,1512400,2026-04-13,2026-04-11
POL-03823,PO-2026-03823,2026-03-30,SUP-23,PRD-0150,WH-LAG2,63,38400,2419200,2026-04-13,2026-04-11
POL-03824,PO-2026-03824,2026-03-30,SUP-23,PRD-0150,WH-ABJ,81,38400,3110400,2026-04-13,2026-04-13
POL-03825,PO-2026-03825,2026-03-30,SUP-23,PRD-0153,WH-LAG1,275,18800,5170000,2026-04-13,2026-04-09
POL-03826,PO-2026-03826,2026-03-30,SUP-03,PRD-0155,WH-LAG1,118,52800,6230400,2026-04-06,2026-04-07
POL-03827,PO-2026-03827,2026-03-30,SUP-07,PRD-0156,WH-LAG1,374,44600,16680400,2026-04-09,2026-04-09
POL-03828,PO-2026-03828,2026-03-30,SUP-11,PRD-0162,WH-ABJ,78,23800,1856400,2026-04-09,2026-04-09
POL-03829,PO-2026-03829,2026-03-30,SUP-19,PRD-0165,WH-LAG2,171,19400,3317400,2026-04-09,2026-04-04
POL-03830,PO-2026-03830,2026-03-30,SUP-03,PRD-0166,WH-LAG1,225,21800,4905000,2026-04-06,2026-04-05
POL-03831,PO-2026-03831,2026-03-30,SUP-03,PRD-0166,WH-LAG2,186,21800,4054800,2026-04-06,2026-04-04
POL-03832,PO-2026-03832,2026-03-30,SUP-23,PRD-0168,WH-PHC,26,15600,405600,2026-04-13,2026-04-13
POL-03833,PO-2026-03833,2026-04-06,SUP-12,PRD-0004,WH-LAG2,179,3900,698100,2026-04-13,2026-04-15
POL-03834,PO-2026-03834,2026-04-06,SUP-12,PRD-0004,WH-IBD,182,3900,709800,2026-04-13,2026-04-13
POL-03835,PO-2026-03835,2026-04-06,SUP-24,PRD-0005,WH-ABJ,70,2600,182000,2026-04-20,2026-04-17
POL-03836,PO-2026-03836,2026-04-06,SUP-12,PRD-0018,WH-IBD,84,48200,4048800,2026-04-13,2026-04-09
POL-03837,PO-2026-03837,2026-04-06,SUP-24,PRD-0020,WH-IBD,106,23800,2522800,2026-04-20,2026-04-24
POL-03838,PO-2026-03838,2026-04-06,SUP-04,PRD-0026,WH-ABJ,74,3600,266400,2026-04-20,2026-04-18
POL-03839,PO-2026-03839,2026-04-06,SUP-04,PRD-0032,WH-LAG1,33,16800,554400,2026-04-20,2026-04-24
POL-03840,PO-2026-03840,2026-04-06,SUP-20,PRD-0040,WH-LAG2,49,11200,548800,2026-04-16,2026-04-12
POL-03841,PO-2026-03841,2026-04-06,SUP-24,PRD-0042,WH-LAG2,19,21900,416100,2026-04-20,2026-04-21
POL-03842,PO-2026-03842,2026-04-06,SUP-24,PRD-0042,WH-PHC,18,21900,394200,2026-04-20,2026-05-03
POL-03843,PO-2026-03843,2026-04-06,SUP-09,PRD-0047,WH-LAG1,108,16200,1749600,2026-04-20,2026-04-27
POL-03844,PO-2026-03844,2026-04-06,SUP-13,PRD-0048,WH-LAG1,130,14500,1885000,2026-04-20,2026-04-30
POL-03845,PO-2026-03845,2026-04-06,SUP-25,PRD-0051,WH-IBD,114,34800,3967200,2026-04-13,2026-04-09
POL-03846,PO-2026-03846,2026-04-06,SUP-21,PRD-0052,WH-ABJ,23,33900,779700,2026-04-20,2026-04-22
POL-03847,PO-2026-03847,2026-04-06,SUP-05,PRD-0053,WH-ABJ,24,32800,787200,2026-04-13,2026-04-11
POL-03848,PO-2026-03848,2026-04-06,SUP-17,PRD-0057,WH-LAG1,291,15800,4597800,2026-04-20,2026-04-17
POL-03849,PO-2026-03849,2026-04-06,SUP-17,PRD-0057,WH-IBD,131,15800,2069800,2026-04-20,2026-05-06
POL-03850,PO-2026-03850,2026-04-06,SUP-17,PRD-0057,WH-PHC,190,15800,3002000,2026-04-20,2026-04-16
POL-03851,PO-2026-03851,2026-04-06,SUP-01,PRD-0060,WH-LAG2,118,47800,5640400,2026-04-13,2026-04-13
POL-03852,PO-2026-03852,2026-04-06,SUP-17,PRD-0061,WH-LAG1,260,12800,3328000,2026-04-20,2026-04-25
POL-03853,PO-2026-03853,2026-04-06,SUP-05,PRD-0062,WH-LAG1,152,13600,2067200,2026-04-13,2026-04-11
POL-03854,PO-2026-03854,2026-04-06,SUP-13,PRD-0064,WH-LAG1,267,30800,8223600,2026-04-20,2026-04-17
POL-03855,PO-2026-03855,2026-04-06,SUP-09,PRD-0078,WH-ABJ,107,27800,2974600,2026-04-20,2026-05-06
POL-03856,PO-2026-03856,2026-04-06,SUP-21,PRD-0088,WH-LAG1,67,12400,830800,2026-04-20,2026-04-27
POL-03857,PO-2026-03857,2026-04-06,SUP-22,PRD-0093,WH-ABJ,104,19400,2017600,2026-04-20,2026-04-18
POL-03858,PO-2026-03858,2026-04-06,SUP-06,PRD-0101,WH-LAG1,35,18400,644000,2026-04-16,2026-04-12
POL-03859,PO-2026-03859,2026-04-06,SUP-14,PRD-0102,WH-IBD,55,14200,781000,2026-04-27,2026-04-22
POL-03860,PO-2026-03860,2026-04-06,SUP-06,PRD-0109,WH-ABJ,95,26400,2508000,2026-04-16,2026-04-16
POL-03861,PO-2026-03861,2026-04-06,SUP-22,PRD-0114,WH-LAG1,26,12200,317200,2026-04-20,2026-04-19
POL-03862,PO-2026-03862,2026-04-06,SUP-18,PRD-0116,WH-LAG1,86,13800,1186800,2026-04-16,2026-04-14
POL-03863,PO-2026-03863,2026-04-06,SUP-10,PRD-0122,WH-ABJ,113,14800,1672400,2026-04-20,2026-04-19
POL-03864,PO-2026-03864,2026-04-06,SUP-10,PRD-0122,WH-PHC,120,14800,1776000,2026-04-20,2026-04-20
POL-03865,PO-2026-03865,2026-04-06,SUP-22,PRD-0128,WH-IBD,74,16800,1243200,2026-04-20,2026-04-18
POL-03866,PO-2026-03866,2026-04-06,SUP-22,PRD-0128,WH-ABJ,69,16800,1159200,2026-04-20,2026-04-19
POL-03867,PO-2026-03867,2026-04-06,SUP-03,PRD-0136,WH-LAG1,98,42600,4174800,2026-04-13,2026-04-12
POL-03868,PO-2026-03868,2026-04-06,SUP-11,PRD-0137,WH-LAG1,117,24200,2831400,2026-04-16,2026-04-15
POL-03869,PO-2026-03869,2026-04-06,SUP-03,PRD-0138,WH-LAG2,82,21800,1787600,2026-04-13,2026-04-13
POL-03870,PO-2026-03870,2026-04-06,SUP-03,PRD-0138,WH-PHC,97,21800,2114600,2026-04-13,2026-04-12
