TxnID,TxnDate,TxnType,WarehouseID,ProductID,QtyChange,Reference,EmployeeID
TXN-004419,2026-01-31,ADJUSTMENT,WH-PHC,PRD-0067,-1,SHRINKAGE,EMP-004
TXN-004420,2026-01-31,ADJUSTMENT,WH-PHC,PRD-0018,-1,SHRINKAGE,EMP-019
TXN-004421,2026-02-01,RECEIPT,WH-PHC,PRD-0017,40,PO-2026-03405,EMP-004
TXN-004422,2026-02-01,RECEIPT,WH-ABJ,PRD-0028,70,PO-2026-03407,EMP-028
TXN-004423,2026-02-01,RECEIPT,WH-ABJ,PRD-0019,96,PO-2026-03449,EMP-023
TXN-004424,2026-02-01,RECEIPT,WH-LAG2,PRD-0076,89,PO-2026-03461,EMP-021
TXN-004425,2026-02-01,RECEIPT,WH-ABJ,PRD-0107,27,PO-2026-03468,EMP-008
TXN-004426,2026-02-01,RECEIPT,WH-LAG1,PRD-0120,208,PO-2026-03500,EMP-030
TXN-004427,2026-02-01,RECEIPT,WH-IBD,PRD-0149,23,PO-2026-03506,EMP-037
TXN-004428,2026-02-01,RECEIPT,WH-IBD,PRD-0167,63,PO-2026-03508,EMP-027
TXN-004429,2026-02-01,RECEIPT,WH-IBD,PRD-0007,81,PO-2026-03509,EMP-012
TXN-004430,2026-02-01,RECEIPT,WH-IBD,PRD-0084,92,PO-2026-03527,EMP-012
TXN-004431,2026-02-01,RECEIPT,WH-PHC,PRD-0103,59,PO-2026-03529,EMP-034
TXN-004432,2026-02-01,RECEIPT,WH-LAG2,PRD-0112,22,PO-2026-03530,EMP-036
TXN-004433,2026-02-02,RECEIPT,WH-IBD,PRD-0102,56,PO-2026-03467,EMP-037
TXN-004434,2026-02-02,RECEIPT,WH-PHC,PRD-0082,70,PO-2026-03526,EMP-029
TXN-004435,2026-02-02,RECEIPT,WH-PHC,PRD-0138,100,PO-2026-03536,EMP-024
TXN-004436,2026-02-02,TRANSFER_OUT,WH-LAG1,PRD-0140,-17,TRF-00180,EMP-025
TXN-004437,2026-02-02,TRANSFER_IN,WH-LAG2,PRD-0140,17,TRF-00180,EMP-036
TXN-004438,2026-02-03,RECEIPT,WH-ABJ,PRD-0052,15,PO-2026-03456,EMP-013
TXN-004439,2026-02-03,TRANSFER_OUT,WH-LAG1,PRD-0074,-31,TRF-00181,EMP-025
TXN-004440,2026-02-03,TRANSFER_IN,WH-LAG2,PRD-0074,31,TRF-00181,EMP-036
TXN-004441,2026-02-04,RECEIPT,WH-ABJ,PRD-0027,28,PO-2026-03451,EMP-028
TXN-004442,2026-02-04,RECEIPT,WH-PHC,PRD-0056,52,PO-2026-03489,EMP-029
TXN-004443,2026-02-04,RECEIPT,WH-IBD,PRD-0093,65,PO-2026-03496,EMP-017
TXN-004444,2026-02-04,RECEIPT,WH-IBD,PRD-0022,25,PO-2026-03511,EMP-002
TXN-004445,2026-02-04,RECEIPT,WH-LAG2,PRD-0035,89,PO-2026-03516,EMP-026
TXN-004446,2026-02-04,RECEIPT,WH-IBD,PRD-0162,51,PO-2026-03542,EMP-012
TXN-004447,2026-02-05,RECEIPT,WH-LAG2,PRD-0050,41,PO-2026-03519,EMP-016
TXN-004448,2026-02-05,RECEIPT,WH-IBD,PRD-0078,92,PO-2026-03525,EMP-012
TXN-004449,2026-02-05,RECEIPT,WH-LAG1,PRD-0162,75,PO-2026-03541,EMP-010
TXN-004450,2026-02-05,RECEIPT,WH-ABJ,PRD-0077,344,PO-2026-03563,EMP-003
TXN-004451,2026-02-05,TRANSFER_OUT,WH-ABJ,PRD-0017,-14,TRF-00182,EMP-033
TXN-004452,2026-02-05,TRANSFER_IN,WH-LAG1,PRD-0017,14,TRF-00182,EMP-030
TXN-004453,2026-02-06,RECEIPT,WH-LAG2,PRD-0118,152,PO-2026-03499,EMP-011
TXN-004454,2026-02-06,RECEIPT,WH-LAG1,PRD-0017,87,PO-2026-03510,EMP-025
TXN-004455,2026-02-06,RECEIPT,WH-LAG1,PRD-0031,190,PO-2026-03553,EMP-005
TXN-004456,2026-02-06,RECEIPT,WH-IBD,PRD-0068,108,PO-2026-03558,EMP-007
TXN-004457,2026-02-06,RECEIPT,WH-LAG2,PRD-0155,47,PO-2026-03578,EMP-006
TXN-004458,2026-02-07,RECEIPT,WH-IBD,PRD-0056,45,PO-2026-03458,EMP-037
TXN-004459,2026-02-07,RECEIPT,WH-IBD,PRD-0130,40,PO-2026-03535,EMP-027
TXN-004460,2026-02-07,RECEIPT,WH-IBD,PRD-0161,342,PO-2026-03540,EMP-037
TXN-004461,2026-02-07,RECEIPT,WH-LAG1,PRD-0004,403,PO-2026-03547,EMP-020
TXN-004462,2026-02-07,RECEIPT,WH-LAG1,PRD-0018,221,PO-2026-03549,EMP-025
TXN-004463,2026-02-08,RECEIPT,WH-PHC,PRD-0064,85,PO-2026-03460,EMP-034
TXN-004464,2026-02-08,RECEIPT,WH-LAG1,PRD-0034,54,PO-2026-03515,EMP-015
TXN-004465,2026-02-08,RECEIPT,WH-IBD,PRD-0128,44,PO-2026-03533,EMP-007
TXN-004466,2026-02-08,RECEIPT,WH-ABJ,PRD-0144,72,PO-2026-03538,EMP-033
TXN-004467,2026-02-08,RECEIPT,WH-LAG1,PRD-0075,46,PO-2026-03560,EMP-005
TXN-004468,2026-02-08,RECEIPT,WH-LAG1,PRD-0077,469,PO-2026-03562,EMP-040
TXN-004469,2026-02-08,RECEIPT,WH-IBD,PRD-0112,21,PO-2026-03574,EMP-022
TXN-004470,2026-02-09,RECEIPT,WH-ABJ,PRD-0009,28,PO-2026-03446,EMP-008
TXN-004471,2026-02-09,RECEIPT,WH-PHC,PRD-0128,50,PO-2026-03534,EMP-039
TXN-004472,2026-02-09,RECEIPT,WH-LAG1,PRD-0163,127,PO-2026-03543,EMP-030
TXN-004473,2026-02-09,TRANSFER_OUT,WH-IBD,PRD-0136,-13,TRF-00183,EMP-002
TXN-004474,2026-02-09,TRANSFER_IN,WH-LAG2,PRD-0136,13,TRF-00183,EMP-006
TXN-004475,2026-02-10,RECEIPT,WH-IBD,PRD-0009,24,PO-2026-03445,EMP-017
TXN-004476,2026-02-10,RECEIPT,WH-PHC,PRD-0065,85,PO-2026-03490,EMP-039
TXN-004477,2026-02-10,RECEIPT,WH-ABJ,PRD-0076,89,PO-2026-03524,EMP-008
TXN-004478,2026-02-10,RECEIPT,WH-LAG1,PRD-0122,222,PO-2026-03532,EMP-035
TXN-004479,2026-02-11,RECEIPT,WH-IBD,PRD-0080,83,PO-2026-03463,EMP-002
TXN-004480,2026-02-11,RECEIPT,WH-IBD,PRD-0023,77,PO-2026-03484,EMP-032
TXN-004481,2026-02-11,RECEIPT,WH-LAG1,PRD-0047,91,PO-2026-03518,EMP-005
TXN-004482,2026-02-12,RECEIPT,WH-PHC,PRD-0091,105,PO-2026-03528,EMP-019
TXN-004483,2026-02-12,RECEIPT,WH-IBD,PRD-0008,33,PO-2026-03548,EMP-012
TXN-004484,2026-02-12,RECEIPT,WH-LAG2,PRD-0022,24,PO-2026-03550,EMP-031
TXN-004485,2026-02-12,RECEIPT,WH-LAG1,PRD-0035,158,PO-2026-03555,EMP-030
TXN-004486,2026-02-12,RECEIPT,WH-PHC,PRD-0109,70,PO-2026-03573,EMP-029
TXN-004487,2026-02-12,RECEIPT,WH-PHC,PRD-0004,198,PO-2026-03581,EMP-019
TXN-004488,2026-02-12,RECEIPT,WH-LAG1,PRD-0039,345,PO-2026-03590,EMP-025
TXN-004489,2026-02-12,RECEIPT,WH-LAG2,PRD-0054,50,PO-2026-03592,EMP-011
TXN-004490,2026-02-13,RECEIPT,WH-LAG1,PRD-0118,334,PO-2026-03531,EMP-020
TXN-004491,2026-02-13,RECEIPT,WH-LAG2,PRD-0023,88,PO-2026-03551,EMP-006
TXN-004492,2026-02-13,RECEIPT,WH-ABJ,PRD-0092,48,PO-2026-03570,EMP-013
TXN-004493,2026-02-13,RECEIPT,WH-LAG2,PRD-0109,57,PO-2026-03597,EMP-021
TXN-004494,2026-02-14,RECEIPT,WH-LAG2,PRD-0001,41,PO-2026-03479,EMP-006
TXN-004495,2026-02-14,RECEIPT,WH-PHC,PRD-0026,70,PO-2026-03485,EMP-024
TXN-004496,2026-02-14,RECEIPT,WH-IBD,PRD-0032,29,PO-2026-03554,EMP-012
TXN-004497,2026-02-14,RECEIPT,WH-LAG2,PRD-0120,132,PO-2026-03576,EMP-036
TXN-004498,2026-02-14,RECEIPT,WH-LAG1,PRD-0144,136,PO-2026-03577,EMP-035
TXN-004499,2026-02-15,RECEIPT,WH-ABJ,PRD-0041,73,PO-2026-03556,EMP-023
TXN-004500,2026-02-15,RECEIPT,WH-IBD,PRD-0090,701,PO-2026-03567,EMP-027
TXN-004501,2026-02-15,TRANSFER_OUT,WH-IBD,PRD-0164,-16,TRF-00184,EMP-027
TXN-004502,2026-02-15,TRANSFER_IN,WH-ABJ,PRD-0164,16,TRF-00184,EMP-013
TXN-004503,2026-02-16,RECEIPT,WH-ABJ,PRD-0160,246,PO-2026-03579,EMP-008
TXN-004504,2026-02-16,RECEIPT,WH-LAG2,PRD-0018,101,PO-2026-03583,EMP-036
TXN-004505,2026-02-16,RECEIPT,WH-LAG1,PRD-0165,219,PO-2026-03606,EMP-005
TXN-004506,2026-02-16,RECEIPT,WH-PHC,PRD-0166,134,PO-2026-03607,EMP-019
TXN-004507,2026-02-16,TRANSFER_OUT,WH-LAG1,PRD-0043,-21,TRF-00185,EMP-010
TXN-004508,2026-02-16,TRANSFER_IN,WH-LAG2,PRD-0043,21,TRF-00185,EMP-021
TXN-004509,2026-02-17,RECEIPT,WH-ABJ,PRD-0061,175,PO-2026-03522,EMP-018
TXN-004510,2026-02-17,RECEIPT,WH-LAG1,PRD-0091,161,PO-2026-03568,EMP-025
TXN-004511,2026-02-17,RECEIPT,WH-ABJ,PRD-0098,261,PO-2026-03571,EMP-038
TXN-004512,2026-02-17,RECEIPT,WH-ABJ,PRD-0029,43,PO-2026-03586,EMP-038
TXN-004513,2026-02-18,RECEIPT,WH-ABJ,PRD-0023,103,PO-2026-03512,EMP-033
TXN-004514,2026-02-18,RECEIPT,WH-ABJ,PRD-0033,67,PO-2026-03587,EMP-013
TXN-004515,2026-02-18,RECEIPT,WH-PHC,PRD-0161,235,PO-2026-03604,EMP-009
TXN-004516,2026-02-19,RECEIPT,WH-LAG2,PRD-0037,126,PO-2026-03589,EMP-011
TXN-004517,2026-02-19,RECEIPT,WH-LAG1,PRD-0079,146,PO-2026-03594,EMP-020
TXN-004518,2026-02-19,RECEIPT,WH-ABJ,PRD-0131,129,PO-2026-03602,EMP-013
TXN-004519,2026-02-20,RECEIPT,WH-LAG2,PRD-0025,50,PO-2026-03513,EMP-031
TXN-004520,2026-02-20,RECEIPT,WH-ABJ,PRD-0001,39,PO-2026-03580,EMP-028
TXN-004521,2026-02-20,RECEIPT,WH-LAG2,PRD-0011,84,PO-2026-03612,EMP-016
TXN-004522,2026-02-20,RECEIPT,WH-LAG2,PRD-0051,104,PO-2026-03618,EMP-006
TXN-004523,2026-02-20,RECEIPT,WH-LAG1,PRD-0069,27,PO-2026-03621,EMP-020
TXN-004524,2026-02-21,RECEIPT,WH-PHC,PRD-0023,83,PO-2026-03585,EMP-019
TXN-004525,2026-02-21,RECEIPT,WH-IBD,PRD-0057,132,PO-2026-03593,EMP-007
TXN-004526,2026-02-21,RECEIPT,WH-PHC,PRD-0117,75,PO-2026-03598,EMP-014
TXN-004527,2026-02-21,RECEIPT,WH-LAG1,PRD-0168,67,PO-2026-03608,EMP-035
TXN-004528,2026-02-21,RECEIPT,WH-LAG2,PRD-0067,86,PO-2026-03620,EMP-026
TXN-004529,2026-02-21,RECEIPT,WH-LAG1,PRD-0151,1055,PO-2026-03636,EMP-010
TXN-004530,2026-02-21,RECEIPT,WH-LAG2,PRD-0156,141,PO-2026-03639,EMP-031
TXN-004531,2026-02-22,RECEIPT,WH-LAG1,PRD-0070,83,PO-2026-03559,EMP-015
TXN-004532,2026-02-22,RECEIPT,WH-ABJ,PRD-0091,110,PO-2026-03569,EMP-013
TXN-004533,2026-02-22,RECEIPT,WH-LAG2,PRD-0128,61,PO-2026-03601,EMP-026
TXN-004534,2026-02-22,RECEIPT,WH-LAG1,PRD-0161,442,PO-2026-03603,EMP-035
TXN-004535,2026-02-23,RECEIPT,WH-LAG2,PRD-0026,54,PO-2026-03514,EMP-021
TXN-004536,2026-02-23,RECEIPT,WH-PHC,PRD-0107,32,PO-2026-03572,EMP-004
TXN-004537,2026-02-23,RECEIPT,WH-IBD,PRD-0118,121,PO-2026-03575,EMP-032
TXN-004538,2026-02-23,RECEIPT,WH-LAG1,PRD-0093,222,PO-2026-03595,EMP-040
TXN-004539,2026-02-23,RECEIPT,WH-ABJ,PRD-0120,170,PO-2026-03599,EMP-028
TXN-004540,2026-02-23,RECEIPT,WH-IBD,PRD-0126,46,PO-2026-03600,EMP-007
TXN-004541,2026-02-23,RECEIPT,WH-ABJ,PRD-0163,76,PO-2026-03605,EMP-033
TXN-004542,2026-02-23,RECEIPT,WH-PHC,PRD-0011,80,PO-2026-03613,EMP-004
TXN-004543,2026-02-23,RECEIPT,WH-LAG1,PRD-0111,159,PO-2026-03629,EMP-020
TXN-004544,2026-02-24,RECEIPT,WH-LAG1,PRD-0028,106,PO-2026-03552,EMP-035
TXN-004545,2026-02-24,RECEIPT,WH-PHC,PRD-0085,99,PO-2026-03565,EMP-004
TXN-004546,2026-02-24,RECEIPT,WH-ABJ,PRD-0040,54,PO-2026-03615,EMP-003
TXN-004547,2026-02-25,RECEIPT,WH-PHC,PRD-0034,32,PO-2026-03588,EMP-019
TXN-004548,2026-02-25,RECEIPT,WH-PHC,PRD-0045,61,PO-2026-03616,EMP-034
TXN-004549,2026-02-25,RECEIPT,WH-PHC,PRD-0111,95,PO-2026-03630,EMP-009
TXN-004550,2026-02-25,RECEIPT,WH-ABJ,PRD-0116,61,PO-2026-03631,EMP-028
TXN-004551,2026-02-25,TRANSFER_OUT,WH-PHC,PRD-0015,-13,TRF-00186,EMP-024
TXN-004552,2026-02-25,TRANSFER_IN,WH-LAG2,PRD-0015,13,TRF-00186,EMP-036
TXN-004553,2026-02-26,RECEIPT,WH-ABJ,PRD-0086,215,PO-2026-03566,EMP-023
TXN-004554,2026-02-26,RECEIPT,WH-LAG1,PRD-0074,116,PO-2026-03624,EMP-020
TXN-004555,2026-02-26,RECEIPT,WH-ABJ,PRD-0128,84,PO-2026-03634,EMP-038
TXN-004556,2026-02-26,RECEIPT,WH-IBD,PRD-0153,172,PO-2026-03637,EMP-012
TXN-004557,2026-02-26,RECEIPT,WH-ABJ,PRD-0156,230,PO-2026-03640,EMP-038
TXN-004558,2026-02-26,RECEIPT,WH-ABJ,PRD-0031,142,PO-2026-03648,EMP-003
TXN-004559,2026-02-26,RECEIPT,WH-IBD,PRD-0058,44,PO-2026-03650,EMP-007
TXN-004560,2026-02-26,RECEIPT,WH-LAG2,PRD-0077,229,PO-2026-03654,EMP-021
TXN-004561,2026-02-26,RECEIPT,WH-LAG1,PRD-0081,167,PO-2026-03657,EMP-030
TXN-004562,2026-02-27,RECEIPT,WH-IBD,PRD-0085,73,PO-2026-03564,EMP-037
TXN-004563,2026-02-27,RECEIPT,WH-LAG1,PRD-0013,36,PO-2026-03614,EMP-030
TXN-004564,2026-02-27,RECEIPT,WH-LAG1,PRD-0145,211,PO-2026-03635,EMP-035
TXN-004565,2026-02-27,RECEIPT,WH-LAG1,PRD-0154,92,PO-2026-03638,EMP-015
TXN-004566,2026-02-27,TRANSFER_OUT,WH-LAG1,PRD-0075,-16,TRF-00187,EMP-005
TXN-004567,2026-02-27,TRANSFER_IN,WH-IBD,PRD-0075,16,TRF-00187,EMP-022
TXN-004568,2026-02-28,RECEIPT,WH-LAG1,PRD-0002,52,PO-2026-03546,EMP-005
TXN-004569,2026-02-28,RECEIPT,WH-LAG2,PRD-0019,90,PO-2026-03584,EMP-036
TXN-004570,2026-02-28,RECEIPT,WH-LAG2,PRD-0079,59,PO-2026-03655,EMP-036
TXN-004571,2026-02-28,RECEIPT,WH-LAG1,PRD-0155,78,PO-2026-03670,EMP-020
TXN-004572,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0026,-1,DAMAGE,EMP-040
TXN-004573,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0114,-2,EXPIRY,EMP-035
TXN-004574,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0028,-2,DAMAGE,EMP-020
TXN-004575,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0070,-2,DAMAGE,EMP-020
TXN-004576,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0083,-5,EXPIRY,EMP-010
TXN-004577,2026-02-28,ADJUSTMENT,WH-LAG1,PRD-0166,-3,DAMAGE,EMP-015
TXN-004578,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0062,-2,EXPIRY,EMP-001
TXN-004579,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0126,-2,SHRINKAGE,EMP-021
TXN-004580,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0097,-1,EXPIRY,EMP-021
TXN-004581,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0045,-2,EXPIRY,EMP-036
TXN-004582,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0005,-1,EXPIRY,EMP-036
TXN-004583,2026-02-28,ADJUSTMENT,WH-LAG2,PRD-0082,-1,EXPIRY,EMP-036
TXN-004584,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0114,-1,SHRINKAGE,EMP-022
TXN-004585,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0076,-1,SHRINKAGE,EMP-027
TXN-004586,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0123,-1,EXPIRY,EMP-017
TXN-004587,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0064,-1,EXPIRY,EMP-012
TXN-004588,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0104,-2,SHRINKAGE,EMP-037
TXN-004589,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0090,-18,EXPIRY,EMP-027
TXN-004590,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0091,-2,DAMAGE,EMP-007
TXN-004591,2026-02-28,ADJUSTMENT,WH-IBD,PRD-0137,-1,EXPIRY,EMP-032
TXN-004592,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0003,-2,EXPIRY,EMP-028
TXN-004593,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0108,-2,DAMAGE,EMP-008
TXN-004594,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0059,-2,DAMAGE,EMP-013
TXN-004595,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0163,-2,EXPIRY,EMP-023
TXN-004596,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0065,-1,DAMAGE,EMP-003
TXN-004597,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0158,-2,SHRINKAGE,EMP-008
TXN-004598,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0126,-2,EXPIRY,EMP-018
TXN-004599,2026-02-28,ADJUSTMENT,WH-ABJ,PRD-0112,-2,EXPIRY,EMP-028
TXN-004600,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0167,-2,SHRINKAGE,EMP-004
TXN-004601,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0060,-1,SHRINKAGE,EMP-019
TXN-004602,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0091,-3,SHRINKAGE,EMP-039
TXN-004603,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0042,-2,EXPIRY,EMP-004
TXN-004604,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0089,-1,DAMAGE,EMP-024
TXN-004605,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0036,-2,SHRINKAGE,EMP-004
TXN-004606,2026-02-28,ADJUSTMENT,WH-PHC,PRD-0059,-1,SHRINKAGE,EMP-024
TXN-004607,2026-03-01,RECEIPT,WH-PHC,PRD-0076,88,PO-2026-03561,EMP-014
TXN-004608,2026-03-01,RECEIPT,WH-IBD,PRD-0119,23,PO-2026-03632,EMP-012
TXN-004609,2026-03-01,TRANSFER_OUT,WH-ABJ,PRD-0082,-29,TRF-00188,EMP-003
TXN-004610,2026-03-01,TRANSFER_IN,WH-IBD,PRD-0082,29,TRF-00188,EMP-017
TXN-004611,2026-03-02,RECEIPT,WH-PHC,PRD-0073,27,PO-2026-03623,EMP-034
TXN-004612,2026-03-02,RECEIPT,WH-IBD,PRD-0108,206,PO-2026-03628,EMP-002
TXN-004613,2026-03-02,RECEIPT,WH-ABJ,PRD-0018,109,PO-2026-03643,EMP-023
TXN-004614,2026-03-02,RECEIPT,WH-LAG1,PRD-0022,42,PO-2026-03645,EMP-025
TXN-004615,2026-03-02,RECEIPT,WH-LAG2,PRD-0151,686,PO-2026-03668,EMP-031
TXN-004616,2026-03-03,RECEIPT,WH-IBD,PRD-0052,16,PO-2026-03557,EMP-017
TXN-004617,2026-03-03,RECEIPT,WH-LAG1,PRD-0001,84,PO-2026-03609,EMP-025
TXN-004618,2026-03-03,RECEIPT,WH-LAG2,PRD-0125,345,PO-2026-03633,EMP-001
TXN-004619,2026-03-04,RECEIPT,WH-LAG2,PRD-0015,68,PO-2026-03582,EMP-001
TXN-004620,2026-03-04,RECEIPT,WH-PHC,PRD-0116,52,PO-2026-03662,EMP-009
TXN-004621,2026-03-04,RECEIPT,WH-IBD,PRD-0141,63,PO-2026-03665,EMP-027
TXN-004622,2026-03-04,RECEIPT,WH-LAG1,PRD-0150,123,PO-2026-03666,EMP-030
TXN-004623,2026-03-05,RECEIPT,WH-PHC,PRD-0102,66,PO-2026-03596,EMP-029
TXN-004624,2026-03-05,RECEIPT,WH-PHC,PRD-0080,91,PO-2026-03625,EMP-009
TXN-004625,2026-03-05,RECEIPT,WH-PHC,PRD-0014,16,PO-2026-03642,EMP-029
TXN-004626,2026-03-05,RECEIPT,WH-ABJ,PRD-0063,75,PO-2026-03651,EMP-018
TXN-004627,2026-03-05,RECEIPT,WH-ABJ,PRD-0164,59,PO-2026-03672,EMP-018
TXN-004628,2026-03-05,RECEIPT,WH-LAG1,PRD-0011,127,PO-2026-03674,EMP-025
TXN-004629,2026-03-05,RECEIPT,WH-PHC,PRD-0053,19,PO-2026-03681,EMP-039
TXN-004630,2026-03-05,RECEIPT,WH-LAG1,PRD-0058,110,PO-2026-03682,EMP-035
TXN-004631,2026-03-05,RECEIPT,WH-LAG2,PRD-0140,54,PO-2026-03691,EMP-026
TXN-004632,2026-03-05,RECEIPT,WH-LAG1,PRD-0157,147,PO-2026-03698,EMP-010
TXN-004633,2026-03-06,RECEIPT,WH-LAG2,PRD-0028,45,PO-2026-03647,EMP-021
TXN-004634,2026-03-06,RECEIPT,WH-LAG1,PRD-0110,44,PO-2026-03661,EMP-005
TXN-004635,2026-03-06,RECEIPT,WH-PHC,PRD-0135,126,PO-2026-03664,EMP-014
TXN-004636,2026-03-07,RECEIPT,WH-IBD,PRD-0073,18,PO-2026-03653,EMP-012
TXN-004637,2026-03-07,RECEIPT,WH-IBD,PRD-0098,169,PO-2026-03660,EMP-032
TXN-004638,2026-03-07,RECEIPT,WH-LAG1,PRD-0132,79,PO-2026-03663,EMP-030
TXN-004639,2026-03-07,RECEIPT,WH-IBD,PRD-0150,53,PO-2026-03667,EMP-027
TXN-004640,2026-03-07,RECEIPT,WH-PHC,PRD-0154,62,PO-2026-03669,EMP-039
TXN-004641,2026-03-07,RECEIPT,WH-ABJ,PRD-0143,64,PO-2026-03694,EMP-028
TXN-004642,2026-03-07,TRANSFER_OUT,WH-PHC,PRD-0090,-243,TRF-00189,EMP-034
TXN-004643,2026-03-07,TRANSFER_IN,WH-ABJ,PRD-0090,243,TRF-00189,EMP-008
TXN-004644,2026-03-08,RECEIPT,WH-IBD,PRD-0163,70,PO-2026-03671,EMP-027
TXN-004645,2026-03-08,RECEIPT,WH-ABJ,PRD-0011,132,PO-2026-03675,EMP-013
TXN-004646,2026-03-08,RECEIPT,WH-LAG1,PRD-0141,86,PO-2026-03692,EMP-040
TXN-004647,2026-03-08,TRANSFER_OUT,WH-LAG1,PRD-0018,-71,TRF-00190,EMP-010
TXN-004648,2026-03-08,TRANSFER_IN,WH-PHC,PRD-0018,71,TRF-00190,EMP-024
TXN-004649,2026-03-09,RECEIPT,WH-LAG1,PRD-0060,168,PO-2026-03683,EMP-020
TXN-004650,2026-03-09,RECEIPT,WH-LAG1,PRD-0147,65,PO-2026-03695,EMP-005
TXN-004651,2026-03-09,RECEIPT,WH-ABJ,PRD-0165,197,PO-2026-03701,EMP-008
TXN-004652,2026-03-10,RECEIPT,WH-LAG2,PRD-0048,59,PO-2026-03591,EMP-011
TXN-004653,2026-03-10,RECEIPT,WH-ABJ,PRD-0073,27,PO-2026-03622,EMP-023
TXN-004654,2026-03-10,RECEIPT,WH-LAG2,PRD-0006,27,PO-2026-03641,EMP-001
TXN-004655,2026-03-10,RECEIPT,WH-LAG1,PRD-0148,79,PO-2026-03696,EMP-025
TXN-004656,2026-03-11,RECEIPT,WH-IBD,PRD-0003,18,PO-2026-03610,EMP-002
TXN-004657,2026-03-11,RECEIPT,WH-PHC,PRD-0048,57,PO-2026-03617,EMP-014
TXN-004658,2026-03-11,RECEIPT,WH-ABJ,PRD-0080,74,PO-2026-03656,EMP-033
TXN-004659,2026-03-11,RECEIPT,WH-IBD,PRD-0142,86,PO-2026-03693,EMP-017
TXN-004660,2026-03-11,RECEIPT,WH-PHC,PRD-0163,57,PO-2026-03699,EMP-029
TXN-004661,2026-03-12,RECEIPT,WH-ABJ,PRD-0056,63,PO-2026-03619,EMP-033
TXN-004662,2026-03-12,RECEIPT,WH-PHC,PRD-0086,246,PO-2026-03658,EMP-019
TXN-004663,2026-03-12,RECEIPT,WH-PHC,PRD-0156,177,PO-2026-03697,EMP-019
TXN-004664,2026-03-12,RECEIPT,WH-LAG1,PRD-0053,42,PO-2026-03713,EMP-040
TXN-004665,2026-03-12,TRANSFER_OUT,WH-LAG1,PRD-0150,-34,TRF-00191,EMP-010
TXN-004666,2026-03-12,TRANSFER_IN,WH-LAG2,PRD-0150,34,TRF-00191,EMP-001
TXN-004667,2026-03-13,RECEIPT,WH-LAG2,PRD-0020,90,PO-2026-03644,EMP-036
TXN-004668,2026-03-13,RECEIPT,WH-LAG2,PRD-0034,23,PO-2026-03676,EMP-001
TXN-004669,2026-03-13,RECEIPT,WH-IBD,PRD-0041,58,PO-2026-03679,EMP-002
TXN-004670,2026-03-13,RECEIPT,WH-IBD,PRD-0165,146,PO-2026-03700,EMP-027
TXN-004671,2026-03-13,RECEIPT,WH-IBD,PRD-0168,29,PO-2026-03703,EMP-027
TXN-004672,2026-03-13,RECEIPT,WH-LAG1,PRD-0082,197,PO-2026-03721,EMP-025
TXN-004673,2026-03-14,RECEIPT,WH-ABJ,PRD-0106,35,PO-2026-03689,EMP-028
TXN-004674,2026-03-14,RECEIPT,WH-LAG2,PRD-0031,81,PO-2026-03710,EMP-026
TXN-004675,2026-03-14,RECEIPT,WH-LAG1,PRD-0170,126,PO-2026-03738,EMP-020
TXN-004676,2026-03-15,RECEIPT,WH-LAG2,PRD-0009,30,PO-2026-03673,EMP-031
TXN-004677,2026-03-15,RECEIPT,WH-IBD,PRD-0040,57,PO-2026-03678,EMP-017
TXN-004678,2026-03-15,RECEIPT,WH-IBD,PRD-0012,47,PO-2026-03706,EMP-032
TXN-004679,2026-03-15,RECEIPT,WH-IBD,PRD-0039,155,PO-2026-03711,EMP-027
TXN-004680,2026-03-15,RECEIPT,WH-LAG2,PRD-0062,130,PO-2026-03717,EMP-006
